"date","category","earned","earned_cumulative","budget","planned_cumulative"
"14/12/2018","P7.2.010 Foundations Substation)",NA,1309.09090909091,4499.99999999999,2276.68
"14/12/2018","P7.2.011 Roads and PCU Earthworks",105.830203773511,2421.28482708064,4480.34095470976,3476.5
"14/12/2018","P7.2.012 Piling",NA,11343.3873077281,12438.475017612,5919.19
"14/12/2018","P7.2.013 UG Cable installation (MV, DC, FOC)",42.1141930620609,818.616205059448,14114.5575031047,3398.98
"14/12/2018","P7.2.015 Fencing & Gates",729.752941125,1853.3317815,2220.801105,2200
"14/12/2018","P7.2.019 Electrical Solar Farm",240.547857142857,253.307857142857,35970.2937714286,2344.7
"14/12/2018","P7.2.023 Mechanical Installation (Tracker and Panel)",NA,17445.1079727892,93792,24636.69
"14/12/2018","P7.2.025 Switchyard / Control Build Install Electrical Scope",NA,NA,4620,80
"14/12/2018","P7.2.036 O&M Buildings EPC",NA,NA,7225,NA
"14/12/2018","P7.2.054 Shipping - Piles (FOB China to Site)",NA,NA,NA,4.2
"14/12/2018","P7.2.057 Landscaping",NA,NA,600,NA
"14/12/2018","P7.2.058 Meteorological Stations Supply & Install",NA,NA,450,449.97
"14/12/2018","P7.2.062 Earthworks and Access Tracks",NA,1680.94097811602,1806.15920716332,1159.95
"14/12/2018","P7.2.064 Downer Commissioning",NA,NA,1917,NA
"15/01/2018","",NA,NA,4.37554,NA
"15/01/2018","LOGISTIC Install PCU on Position",NA,NA,290,NA
"15/01/2018","P7.2.004 Tracker Supply and Testing on Field",NA,NA,1120,NA
"15/01/2018","P7.2.005 Inverters Supply & Commissioning on Field",NA,NA,580,NA
"15/01/2018","P7.2.007 Substation - Transformer Supply & Installation (Siemens)",NA,NA,500,NA
"15/01/2018","P7.2.010 Foundations Substation)",NA,NA,4499.99999999999,NA
"15/01/2018","P7.2.011 Roads and PCU Earthworks",NA,NA,4480.34095470976,NA
"15/01/2018","P7.2.012 Piling",NA,9.3931250133,12438.475017612,NA
"15/01/2018","P7.2.013 UG Cable installation (MV, DC, FOC)",NA,NA,14114.5575031047,NA
"15/01/2018","P7.2.015 Fencing & Gates",NA,NA,2220.801105,NA
"15/01/2018","P7.2.019 Electrical Solar Farm",NA,NA,35970.2937714286,NA
"15/01/2018","P7.2.023 Mechanical Installation (Tracker and Panel)",NA,NA,93792,NA
"15/01/2018","P7.2.025 Switchyard / Control Build Install Electrical Scope",NA,NA,4620,NA
"15/01/2018","P7.2.036 O&M Buildings EPC",NA,NA,7225,NA
"15/01/2018","P7.2.057 Landscaping",NA,NA,600,NA
"15/01/2018","P7.2.058 Meteorological Stations Supply & Install",NA,NA,450,NA
"15/01/2018","P7.2.062 Earthworks and Access Tracks",NA,NA,1806.15920716332,NA
"15/01/2018","P7.2.064 Downer Commissioning",NA,NA,1917,NA
"15/02/2018","",NA,NA,4.37554,NA
"15/02/2018","LOGISTIC Install PCU on Position",NA,NA,290,NA
"15/02/2018","P7.2.004 Tracker Supply and Testing on Field",NA,NA,1120,NA
"15/02/2018","P7.2.005 Inverters Supply & Commissioning on Field",NA,NA,580,NA
"15/02/2018","P7.2.007 Substation - Transformer Supply & Installation (Siemens)",NA,NA,500,NA
"15/02/2018","P7.2.010 Foundations Substation)",NA,NA,4499.99999999999,NA
"15/02/2018","P7.2.011 Roads and PCU Earthworks",NA,NA,4480.34095470976,NA
"15/02/2018","P7.2.012 Piling",NA,9.3931250133,12438.475017612,NA
"15/02/2018","P7.2.013 UG Cable installation (MV, DC, FOC)",NA,NA,14114.5575031047,NA
"15/02/2018","P7.2.015 Fencing & Gates",NA,NA,2220.801105,NA
"15/02/2018","P7.2.019 Electrical Solar Farm",NA,NA,35970.2937714286,NA
"15/02/2018","P7.2.023 Mechanical Installation (Tracker and Panel)",NA,NA,93792,NA
"15/02/2018","P7.2.025 Switchyard / Control Build Install Electrical Scope",NA,NA,4620,NA
"15/02/2018","P7.2.036 O&M Buildings EPC",NA,NA,7225,NA
"15/02/2018","P7.2.057 Landscaping",NA,NA,600,NA
"15/02/2018","P7.2.058 Meteorological Stations Supply & Install",NA,NA,450,NA
"15/02/2018","P7.2.062 Earthworks and Access Tracks",NA,NA,1806.15920716332,NA
"15/02/2018","P7.2.064 Downer Commissioning",NA,NA,1917,NA
"15/03/2018","",NA,NA,4.37554,NA
"15/03/2018","LOGISTIC Install PCU on Position",NA,NA,290,NA
"15/03/2018","P7.2.004 Tracker Supply and Testing on Field",NA,NA,1120,NA
"15/03/2018","P7.2.005 Inverters Supply & Commissioning on Field",NA,NA,580,NA
"15/03/2018","P7.2.007 Substation - Transformer Supply & Installation (Siemens)",NA,NA,500,NA
"15/03/2018","P7.2.010 Foundations Substation)",NA,NA,4499.99999999999,NA
"15/03/2018","P7.2.011 Roads and PCU Earthworks",NA,NA,4480.34095470976,NA
"15/03/2018","P7.2.012 Piling",NA,9.3931250133,12438.475017612,NA
"15/03/2018","P7.2.013 UG Cable installation (MV, DC, FOC)",NA,NA,14114.5575031047,NA
"15/03/2018","P7.2.015 Fencing & Gates",NA,NA,2220.801105,NA
"15/03/2018","P7.2.019 Electrical Solar Farm",NA,NA,35970.2937714286,NA
"15/03/2018","P7.2.023 Mechanical Installation (Tracker and Panel)",NA,NA,93792,NA
"15/03/2018","P7.2.025 Switchyard / Control Build Install Electrical Scope",NA,NA,4620,NA
"15/03/2018","P7.2.036 O&M Buildings EPC",NA,NA,7225,NA
"15/03/2018","P7.2.057 Landscaping",NA,NA,600,NA
"15/03/2018","P7.2.058 Meteorological Stations Supply & Install",NA,NA,450,NA
"15/03/2018","P7.2.062 Earthworks and Access Tracks",NA,NA,1806.15920716332,NA
"15/03/2018","P7.2.064 Downer Commissioning",NA,NA,1917,NA
"15/04/2018","",NA,NA,4.37554,NA
"15/04/2018","LOGISTIC Install PCU on Position",NA,NA,290,NA
"15/04/2018","P7.2.004 Tracker Supply and Testing on Field",NA,NA,1120,NA
"15/04/2018","P7.2.005 Inverters Supply & Commissioning on Field",NA,NA,580,NA
"15/04/2018","P7.2.007 Substation - Transformer Supply & Installation (Siemens)",NA,NA,500,NA
"15/04/2018","P7.2.010 Foundations Substation)",NA,NA,4499.99999999999,NA
"15/04/2018","P7.2.011 Roads and PCU Earthworks",NA,NA,4480.34095470976,NA
"15/04/2018","P7.2.012 Piling",NA,9.3931250133,12438.475017612,NA
"15/04/2018","P7.2.013 UG Cable installation (MV, DC, FOC)",NA,NA,14114.5575031047,NA
"15/04/2018","P7.2.015 Fencing & Gates",NA,NA,2220.801105,NA
"15/04/2018","P7.2.019 Electrical Solar Farm",NA,NA,35970.2937714286,NA
"15/04/2018","P7.2.023 Mechanical Installation (Tracker and Panel)",NA,NA,93792,NA
"15/04/2018","P7.2.025 Switchyard / Control Build Install Electrical Scope",NA,NA,4620,NA
"15/04/2018","P7.2.036 O&M Buildings EPC",NA,NA,7225,NA
"15/04/2018","P7.2.057 Landscaping",NA,NA,600,NA
"15/04/2018","P7.2.058 Meteorological Stations Supply & Install",NA,NA,450,NA
"15/04/2018","P7.2.062 Earthworks and Access Tracks",NA,NA,1806.15920716332,NA
"15/04/2018","P7.2.064 Downer Commissioning",NA,NA,1917,NA
"15/05/2018","",NA,NA,4.37554,NA
"15/05/2018","LOGISTIC Install PCU on Position",NA,NA,290,NA
"15/05/2018","P7.2.004 Tracker Supply and Testing on Field",NA,NA,1120,NA
"15/05/2018","P7.2.005 Inverters Supply & Commissioning on Field",NA,NA,580,NA
"15/05/2018","P7.2.007 Substation - Transformer Supply & Installation (Siemens)",NA,NA,500,NA
"15/05/2018","P7.2.010 Foundations Substation)",NA,NA,4499.99999999999,NA
"15/05/2018","P7.2.011 Roads and PCU Earthworks",NA,NA,4480.34095470976,NA
"15/05/2018","P7.2.012 Piling",NA,9.3931250133,12438.475017612,NA
"15/05/2018","P7.2.013 UG Cable installation (MV, DC, FOC)",NA,NA,14114.5575031047,NA
"15/05/2018","P7.2.015 Fencing & Gates",NA,NA,2220.801105,NA
"15/05/2018","P7.2.019 Electrical Solar Farm",NA,NA,35970.2937714286,NA
"15/05/2018","P7.2.023 Mechanical Installation (Tracker and Panel)",NA,NA,93792,NA
"15/05/2018","P7.2.025 Switchyard / Control Build Install Electrical Scope",NA,NA,4620,NA
"15/05/2018","P7.2.036 O&M Buildings EPC",NA,NA,7225,NA
"15/05/2018","P7.2.057 Landscaping",NA,NA,600,NA
"15/05/2018","P7.2.058 Meteorological Stations Supply & Install",NA,NA,450,NA
"15/05/2018","P7.2.062 Earthworks and Access Tracks",NA,NA,1806.15920716332,NA
"15/05/2018","P7.2.064 Downer Commissioning",NA,NA,1917,NA
"15/06/2018","",NA,NA,4.37554,NA
"15/06/2018","LOGISTIC Install PCU on Position",NA,NA,290,NA
"15/06/2018","P7.2.004 Tracker Supply and Testing on Field",NA,NA,1120,NA
"15/06/2018","P7.2.005 Inverters Supply & Commissioning on Field",NA,NA,580,NA
"15/06/2018","P7.2.007 Substation - Transformer Supply & Installation (Siemens)",NA,NA,500,NA
"15/06/2018","P7.2.010 Foundations Substation)",NA,NA,4499.99999999999,NA
"15/06/2018","P7.2.011 Roads and PCU Earthworks",NA,NA,4480.34095470976,NA
"15/06/2018","P7.2.012 Piling",NA,9.3931250133,12438.475017612,NA
"15/06/2018","P7.2.013 UG Cable installation (MV, DC, FOC)",NA,NA,14114.5575031047,NA
"15/06/2018","P7.2.015 Fencing & Gates",NA,NA,2220.801105,NA
"15/06/2018","P7.2.019 Electrical Solar Farm",NA,NA,35970.2937714286,NA
"15/06/2018","P7.2.023 Mechanical Installation (Tracker and Panel)",NA,NA,93792,NA
"15/06/2018","P7.2.025 Switchyard / Control Build Install Electrical Scope",NA,NA,4620,NA
"15/06/2018","P7.2.036 O&M Buildings EPC",NA,NA,7225,NA
"15/06/2018","P7.2.057 Landscaping",NA,NA,600,NA
"15/06/2018","P7.2.058 Meteorological Stations Supply & Install",NA,NA,450,NA
"15/06/2018","P7.2.062 Earthworks and Access Tracks",NA,NA,1806.15920716332,NA
"15/06/2018","P7.2.064 Downer Commissioning",NA,NA,1917,NA
"15/07/2018","",NA,NA,4.37554,NA
"15/07/2018","LOGISTIC Install PCU on Position",NA,NA,290,NA
"15/07/2018","P7.2.004 Tracker Supply and Testing on Field",NA,NA,1120,NA
"15/07/2018","P7.2.005 Inverters Supply & Commissioning on Field",NA,NA,580,NA
"15/07/2018","P7.2.007 Substation - Transformer Supply & Installation (Siemens)",NA,NA,500,NA
"15/07/2018","P7.2.010 Foundations Substation)",NA,NA,4499.99999999999,NA
"15/07/2018","P7.2.011 Roads and PCU Earthworks",NA,NA,4480.34095470976,NA
"15/07/2018","P7.2.012 Piling",NA,9.3931250133,12438.475017612,NA
"15/07/2018","P7.2.013 UG Cable installation (MV, DC, FOC)",NA,NA,14114.5575031047,NA
"15/07/2018","P7.2.015 Fencing & Gates",NA,NA,2220.801105,NA
"15/07/2018","P7.2.019 Electrical Solar Farm",NA,NA,35970.2937714286,NA
"15/07/2018","P7.2.023 Mechanical Installation (Tracker and Panel)",NA,NA,93792,NA
"15/07/2018","P7.2.025 Switchyard / Control Build Install Electrical Scope",NA,NA,4620,NA
"15/07/2018","P7.2.036 O&M Buildings EPC",NA,NA,7225,NA
"15/07/2018","P7.2.057 Landscaping",NA,NA,600,NA
"15/07/2018","P7.2.058 Meteorological Stations Supply & Install",NA,NA,450,NA
"15/07/2018","P7.2.062 Earthworks and Access Tracks",NA,NA,1806.15920716332,NA
"15/07/2018","P7.2.064 Downer Commissioning",NA,NA,1917,NA
"15/08/2018","",NA,NA,4.37554,NA
"15/08/2018","LOGISTIC Install PCU on Position",NA,NA,290,NA
"15/08/2018","P7.2.004 Tracker Supply and Testing on Field",NA,NA,1120,NA
"15/08/2018","P7.2.005 Inverters Supply & Commissioning on Field",NA,NA,580,NA
"15/08/2018","P7.2.007 Substation - Transformer Supply & Installation (Siemens)",NA,NA,500,NA
"15/08/2018","P7.2.010 Foundations Substation)",NA,NA,4499.99999999999,NA
"15/08/2018","P7.2.011 Roads and PCU Earthworks",NA,NA,4480.34095470976,NA
"15/08/2018","P7.2.012 Piling",NA,9.3931250133,12438.475017612,NA
"15/08/2018","P7.2.013 UG Cable installation (MV, DC, FOC)",NA,NA,14114.5575031047,NA
"15/08/2018","P7.2.015 Fencing & Gates",NA,NA,2220.801105,NA
"15/08/2018","P7.2.019 Electrical Solar Farm",NA,NA,35970.2937714286,NA
"15/08/2018","P7.2.023 Mechanical Installation (Tracker and Panel)",NA,NA,93792,NA
"15/08/2018","P7.2.025 Switchyard / Control Build Install Electrical Scope",NA,NA,4620,NA
"15/08/2018","P7.2.036 O&M Buildings EPC",NA,NA,7225,NA
"15/08/2018","P7.2.057 Landscaping",NA,NA,600,NA
"15/08/2018","P7.2.058 Meteorological Stations Supply & Install",NA,NA,450,NA
"15/08/2018","P7.2.062 Earthworks and Access Tracks",NA,NA,1806.15920716332,NA
"15/08/2018","P7.2.064 Downer Commissioning",NA,NA,1917,NA
"15/09/2018","",NA,NA,4.37554,NA
"15/09/2018","LOGISTIC Install PCU on Position",NA,NA,290,NA
"15/09/2018","P7.2.004 Tracker Supply and Testing on Field",NA,NA,1120,NA
"15/09/2018","P7.2.005 Inverters Supply & Commissioning on Field",NA,NA,580,NA
"15/09/2018","P7.2.007 Substation - Transformer Supply & Installation (Siemens)",NA,NA,500,NA
"15/09/2018","P7.2.010 Foundations Substation)",NA,NA,4499.99999999999,NA
"15/09/2018","P7.2.011 Roads and PCU Earthworks",NA,NA,4480.34095470976,NA
"15/09/2018","P7.2.012 Piling",NA,9.3931250133,12438.475017612,NA
"15/09/2018","P7.2.013 UG Cable installation (MV, DC, FOC)",NA,NA,14114.5575031047,NA
"15/09/2018","P7.2.015 Fencing & Gates",NA,NA,2220.801105,NA
"15/09/2018","P7.2.019 Electrical Solar Farm",NA,NA,35970.2937714286,NA
"15/09/2018","P7.2.023 Mechanical Installation (Tracker and Panel)",NA,NA,93792,NA
"15/09/2018","P7.2.025 Switchyard / Control Build Install Electrical Scope",NA,NA,4620,NA
"15/09/2018","P7.2.036 O&M Buildings EPC",NA,NA,7225,NA
"15/09/2018","P7.2.057 Landscaping",NA,NA,600,NA
"15/09/2018","P7.2.058 Meteorological Stations Supply & Install",NA,NA,450,NA
"15/09/2018","P7.2.062 Earthworks and Access Tracks",NA,NA,1806.15920716332,621.24
"15/09/2018","P7.2.064 Downer Commissioning",NA,NA,1917,NA
"15/10/2018","",0.02688,0.6435956,4.37554,NA
"15/10/2018","LOGISTIC Install PCU on Position",NA,NA,290,NA
"15/10/2018","P7.2.003 PV Module Supply",NA,NA,NA,0.6
"15/10/2018","P7.2.004 Tracker Supply and Testing on Field",NA,NA,1120,1.84
"15/10/2018","P7.2.005 Inverters Supply & Commissioning on Field",NA,NA,580,NA
"15/10/2018","P7.2.007 Substation - Transformer Supply & Installation (Siemens)",NA,NA,500,NA
"15/10/2018","P7.2.010 Foundations Substation)",NA,NA,4499.99999999999,NA
"15/10/2018","P7.2.011 Roads and PCU Earthworks",NA,NA,4480.34095470976,433.55
"15/10/2018","P7.2.012 Piling",194.571875275501,1805.04552338915,12438.475017612,407.59
"15/10/2018","P7.2.013 UG Cable installation (MV, DC, FOC)",NA,NA,14114.5575031047,NA
"15/10/2018","P7.2.015 Fencing & Gates",NA,1.93023,2220.801105,1636.8
"15/10/2018","P7.2.019 Electrical Solar Farm",NA,NA,35970.2937714286,NA
"15/10/2018","P7.2.023 Mechanical Installation (Tracker and Panel)",NA,NA,93792,NA
"15/10/2018","P7.2.025 Switchyard / Control Build Install Electrical Scope",NA,NA,4620,NA
"15/10/2018","P7.2.036 O&M Buildings EPC",NA,NA,7225,NA
"15/10/2018","P7.2.054 Shipping - Piles (FOB China to Site)",NA,NA,NA,0.56
"15/10/2018","P7.2.057 Landscaping",NA,NA,600,NA
"15/10/2018","P7.2.058 Meteorological Stations Supply & Install",NA,NA,450,NA
"15/10/2018","P7.2.062 Earthworks and Access Tracks",NA,1644.73050622008,1806.15920716332,1159.95
"15/10/2018","P7.2.064 Downer Commissioning",NA,NA,1917,NA
"15/11/2018","",NA,1.7442359,4.37554,NA
"15/11/2018","LOGISTIC Install PCU on Position",NA,NA,290,NA
"15/11/2018","P7.2.003 PV Module Supply",NA,NA,NA,3.85
"15/11/2018","P7.2.004 Tracker Supply and Testing on Field",NA,NA,1120,6.18
"15/11/2018","P7.2.005 Inverters Supply & Commissioning on Field",NA,NA,580,NA
"15/11/2018","P7.2.007 Substation - Transformer Supply & Installation (Siemens)",NA,NA,500,NA
"15/11/2018","P7.2.010 Foundations Substation)",NA,NA,4499.99999999999,327.53
"15/11/2018","P7.2.011 Roads and PCU Earthworks",NA,896.885496858117,4480.34095470976,2228.22
"15/11/2018","P7.2.012 Piling",256.7454170302,7984.76834463921,12438.475017612,2267.29
"15/11/2018","P7.2.013 UG Cable installation (MV, DC, FOC)",NA,NA,14114.5575031047,1266.46
"15/11/2018","P7.2.015 Fencing & Gates",NA,388.490958,2220.801105,2200
"15/11/2018","P7.2.019 Electrical Solar Farm",NA,NA,35970.2937714286,512.69
"15/11/2018","P7.2.023 Mechanical Installation (Tracker and Panel)",341.17549132948,1919.39003358977,93792,6078.96
"15/11/2018","P7.2.025 Switchyard / Control Build Install Electrical Scope",NA,NA,4620,NA
"15/11/2018","P7.2.036 O&M Buildings EPC",NA,NA,7225,NA
"15/11/2018","P7.2.054 Shipping - Piles (FOB China to Site)",NA,NA,NA,2.73
"15/11/2018","P7.2.057 Landscaping",NA,NA,600,NA
"15/11/2018","P7.2.058 Meteorological Stations Supply & Install",NA,NA,450,NA
"15/11/2018","P7.2.062 Earthworks and Access Tracks",NA,1680.94097811602,1806.15920716332,1159.95
"15/11/2018","P7.2.064 Downer Commissioning",NA,NA,1917,NA
"15/12/2018","",NA,3.4113645,4.37554,NA
"15/12/2018","LOGISTIC Install PCU on Position",NA,NA,290,56
"15/12/2018","P7.2.003 PV Module Supply",NA,NA,NA,7.87999999999999
"15/12/2018","P7.2.004 Tracker Supply and Testing on Field",NA,NA,1120,7.86
"15/12/2018","P7.2.005 Inverters Supply & Commissioning on Field",NA,NA,580,72
"15/12/2018","P7.2.007 Substation - Transformer Supply & Installation (Siemens)",NA,NA,500,NA
"15/12/2018","P7.2.010 Foundations Substation)",NA,1309.09090909091,4499.99999999999,2276.68
"15/12/2018","P7.2.011 Roads and PCU Earthworks",NA,2421.28482708064,4480.34095470976,3511.5
"15/12/2018","P7.2.012 Piling",NA,11343.3873077281,12438.475017612,6033.83
"15/12/2018","P7.2.013 UG Cable installation (MV, DC, FOC)",74.7711296722683,893.387334731717,14114.5575031047,3505.24
"15/12/2018","P7.2.015 Fencing & Gates",NA,1853.3317815,2220.801105,2200
"15/12/2018","P7.2.019 Electrical Solar Farm",NA,253.307857142857,35970.2937714286,2400.24
"15/12/2018","P7.2.023 Mechanical Installation (Tracker and Panel)",NA,17445.1079727892,93792,25228.77
"15/12/2018","P7.2.025 Switchyard / Control Build Install Electrical Scope",NA,NA,4620,80
"15/12/2018","P7.2.036 O&M Buildings EPC",NA,NA,7225,NA
"15/12/2018","P7.2.054 Shipping - Piles (FOB China to Site)",NA,NA,NA,4.2
"15/12/2018","P7.2.057 Landscaping",NA,NA,600,NA
"15/12/2018","P7.2.058 Meteorological Stations Supply & Install",NA,NA,450,449.97
"15/12/2018","P7.2.062 Earthworks and Access Tracks",NA,1680.94097811602,1806.15920716332,1159.95
"15/12/2018","P7.2.064 Downer Commissioning",NA,NA,1917,NA
"16/01/2018","",NA,NA,4.37554,NA
"16/01/2018","LOGISTIC Install PCU on Position",NA,NA,290,NA
"16/01/2018","P7.2.004 Tracker Supply and Testing on Field",NA,NA,1120,NA
"16/01/2018","P7.2.005 Inverters Supply & Commissioning on Field",NA,NA,580,NA
"16/01/2018","P7.2.007 Substation - Transformer Supply & Installation (Siemens)",NA,NA,500,NA
"16/01/2018","P7.2.010 Foundations Substation)",NA,NA,4499.99999999999,NA
"16/01/2018","P7.2.011 Roads and PCU Earthworks",NA,NA,4480.34095470976,NA
"16/01/2018","P7.2.012 Piling",NA,9.3931250133,12438.475017612,NA
"16/01/2018","P7.2.013 UG Cable installation (MV, DC, FOC)",NA,NA,14114.5575031047,NA
"16/01/2018","P7.2.015 Fencing & Gates",NA,NA,2220.801105,NA
"16/01/2018","P7.2.019 Electrical Solar Farm",NA,NA,35970.2937714286,NA
"16/01/2018","P7.2.023 Mechanical Installation (Tracker and Panel)",NA,NA,93792,NA
"16/01/2018","P7.2.025 Switchyard / Control Build Install Electrical Scope",NA,NA,4620,NA
"16/01/2018","P7.2.036 O&M Buildings EPC",NA,NA,7225,NA
"16/01/2018","P7.2.057 Landscaping",NA,NA,600,NA
"16/01/2018","P7.2.058 Meteorological Stations Supply & Install",NA,NA,450,NA
"16/01/2018","P7.2.062 Earthworks and Access Tracks",NA,NA,1806.15920716332,NA
"16/01/2018","P7.2.064 Downer Commissioning",NA,NA,1917,NA
"16/02/2018","",NA,NA,4.37554,NA
"16/02/2018","LOGISTIC Install PCU on Position",NA,NA,290,NA
"16/02/2018","P7.2.004 Tracker Supply and Testing on Field",NA,NA,1120,NA
"16/02/2018","P7.2.005 Inverters Supply & Commissioning on Field",NA,NA,580,NA
"16/02/2018","P7.2.007 Substation - Transformer Supply & Installation (Siemens)",NA,NA,500,NA
"16/02/2018","P7.2.010 Foundations Substation)",NA,NA,4499.99999999999,NA
"16/02/2018","P7.2.011 Roads and PCU Earthworks",NA,NA,4480.34095470976,NA
"16/02/2018","P7.2.012 Piling",NA,9.3931250133,12438.475017612,NA
"16/02/2018","P7.2.013 UG Cable installation (MV, DC, FOC)",NA,NA,14114.5575031047,NA
"16/02/2018","P7.2.015 Fencing & Gates",NA,NA,2220.801105,NA
"16/02/2018","P7.2.019 Electrical Solar Farm",NA,NA,35970.2937714286,NA
"16/02/2018","P7.2.023 Mechanical Installation (Tracker and Panel)",NA,NA,93792,NA
"16/02/2018","P7.2.025 Switchyard / Control Build Install Electrical Scope",NA,NA,4620,NA
"16/02/2018","P7.2.036 O&M Buildings EPC",NA,NA,7225,NA
"16/02/2018","P7.2.057 Landscaping",NA,NA,600,NA
"16/02/2018","P7.2.058 Meteorological Stations Supply & Install",NA,NA,450,NA
"16/02/2018","P7.2.062 Earthworks and Access Tracks",NA,NA,1806.15920716332,NA
"16/02/2018","P7.2.064 Downer Commissioning",NA,NA,1917,NA
"16/03/2018","",NA,NA,4.37554,NA
"16/03/2018","LOGISTIC Install PCU on Position",NA,NA,290,NA
"16/03/2018","P7.2.004 Tracker Supply and Testing on Field",NA,NA,1120,NA
"16/03/2018","P7.2.005 Inverters Supply & Commissioning on Field",NA,NA,580,NA
"16/03/2018","P7.2.007 Substation - Transformer Supply & Installation (Siemens)",NA,NA,500,NA
"16/03/2018","P7.2.010 Foundations Substation)",NA,NA,4499.99999999999,NA
"16/03/2018","P7.2.011 Roads and PCU Earthworks",NA,NA,4480.34095470976,NA
"16/03/2018","P7.2.012 Piling",NA,9.3931250133,12438.475017612,NA
"16/03/2018","P7.2.013 UG Cable installation (MV, DC, FOC)",NA,NA,14114.5575031047,NA
"16/03/2018","P7.2.015 Fencing & Gates",NA,NA,2220.801105,NA
"16/03/2018","P7.2.019 Electrical Solar Farm",NA,NA,35970.2937714286,NA
"16/03/2018","P7.2.023 Mechanical Installation (Tracker and Panel)",NA,NA,93792,NA
"16/03/2018","P7.2.025 Switchyard / Control Build Install Electrical Scope",NA,NA,4620,NA
"16/03/2018","P7.2.036 O&M Buildings EPC",NA,NA,7225,NA
"16/03/2018","P7.2.057 Landscaping",NA,NA,600,NA
"16/03/2018","P7.2.058 Meteorological Stations Supply & Install",NA,NA,450,NA
"16/03/2018","P7.2.062 Earthworks and Access Tracks",NA,NA,1806.15920716332,NA
"16/03/2018","P7.2.064 Downer Commissioning",NA,NA,1917,NA
"16/04/2018","",NA,NA,4.37554,NA
"16/04/2018","LOGISTIC Install PCU on Position",NA,NA,290,NA
"16/04/2018","P7.2.004 Tracker Supply and Testing on Field",NA,NA,1120,NA
"16/04/2018","P7.2.005 Inverters Supply & Commissioning on Field",NA,NA,580,NA
"16/04/2018","P7.2.007 Substation - Transformer Supply & Installation (Siemens)",NA,NA,500,NA
"16/04/2018","P7.2.010 Foundations Substation)",NA,NA,4499.99999999999,NA
"16/04/2018","P7.2.011 Roads and PCU Earthworks",NA,NA,4480.34095470976,NA
"16/04/2018","P7.2.012 Piling",NA,9.3931250133,12438.475017612,NA
"16/04/2018","P7.2.013 UG Cable installation (MV, DC, FOC)",NA,NA,14114.5575031047,NA
"16/04/2018","P7.2.015 Fencing & Gates",NA,NA,2220.801105,NA
"16/04/2018","P7.2.019 Electrical Solar Farm",NA,NA,35970.2937714286,NA
"16/04/2018","P7.2.023 Mechanical Installation (Tracker and Panel)",NA,NA,93792,NA
"16/04/2018","P7.2.025 Switchyard / Control Build Install Electrical Scope",NA,NA,4620,NA
"16/04/2018","P7.2.036 O&M Buildings EPC",NA,NA,7225,NA
"16/04/2018","P7.2.057 Landscaping",NA,NA,600,NA
"16/04/2018","P7.2.058 Meteorological Stations Supply & Install",NA,NA,450,NA
"16/04/2018","P7.2.062 Earthworks and Access Tracks",NA,NA,1806.15920716332,NA
"16/04/2018","P7.2.064 Downer Commissioning",NA,NA,1917,NA
"16/05/2018","",NA,NA,4.37554,NA
"16/05/2018","LOGISTIC Install PCU on Position",NA,NA,290,NA
"16/05/2018","P7.2.004 Tracker Supply and Testing on Field",NA,NA,1120,NA
"16/05/2018","P7.2.005 Inverters Supply & Commissioning on Field",NA,NA,580,NA
"16/05/2018","P7.2.007 Substation - Transformer Supply & Installation (Siemens)",NA,NA,500,NA
"16/05/2018","P7.2.010 Foundations Substation)",NA,NA,4499.99999999999,NA
"16/05/2018","P7.2.011 Roads and PCU Earthworks",NA,NA,4480.34095470976,NA
"16/05/2018","P7.2.012 Piling",NA,9.3931250133,12438.475017612,NA
"16/05/2018","P7.2.013 UG Cable installation (MV, DC, FOC)",NA,NA,14114.5575031047,NA
"16/05/2018","P7.2.015 Fencing & Gates",NA,NA,2220.801105,NA
"16/05/2018","P7.2.019 Electrical Solar Farm",NA,NA,35970.2937714286,NA
"16/05/2018","P7.2.023 Mechanical Installation (Tracker and Panel)",NA,NA,93792,NA
"16/05/2018","P7.2.025 Switchyard / Control Build Install Electrical Scope",NA,NA,4620,NA
"16/05/2018","P7.2.036 O&M Buildings EPC",NA,NA,7225,NA
"16/05/2018","P7.2.057 Landscaping",NA,NA,600,NA
"16/05/2018","P7.2.058 Meteorological Stations Supply & Install",NA,NA,450,NA
"16/05/2018","P7.2.062 Earthworks and Access Tracks",NA,NA,1806.15920716332,NA
"16/05/2018","P7.2.064 Downer Commissioning",NA,NA,1917,NA
"16/06/2018","",NA,NA,4.37554,NA
"16/06/2018","LOGISTIC Install PCU on Position",NA,NA,290,NA
"16/06/2018","P7.2.004 Tracker Supply and Testing on Field",NA,NA,1120,NA
"16/06/2018","P7.2.005 Inverters Supply & Commissioning on Field",NA,NA,580,NA
"16/06/2018","P7.2.007 Substation - Transformer Supply & Installation (Siemens)",NA,NA,500,NA
"16/06/2018","P7.2.010 Foundations Substation)",NA,NA,4499.99999999999,NA
"16/06/2018","P7.2.011 Roads and PCU Earthworks",NA,NA,4480.34095470976,NA
"16/06/2018","P7.2.012 Piling",NA,9.3931250133,12438.475017612,NA
"16/06/2018","P7.2.013 UG Cable installation (MV, DC, FOC)",NA,NA,14114.5575031047,NA
"16/06/2018","P7.2.015 Fencing & Gates",NA,NA,2220.801105,NA
"16/06/2018","P7.2.019 Electrical Solar Farm",NA,NA,35970.2937714286,NA
